,Run,Assay.Type,BioSample,Center.Name,Consent,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample.Name,SRA_study,BioProject,DATASTORE.filetype,DATASTORE.provider,DATASTORE.region,AvgSpotLen,Bases,Bytes,source_name,GEO_Accession..exp.,Strain,Library.Name,SAMPLE_TYPE,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Collection_Date,Isolation_Source,BioSampleModel,Isolate,infection_side,Host,growth_condition,geographical_location,collected_by,lat_lon,host_disease,ENA.FIRST.PUBLIC..run.,ENA.LAST.UPDATE..run.,Genotype,genotype.variation,Replicate,specific_host,Sample_Name,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,SRA_accession,TITLE,AssemblyName,Alias,ENA_checklist,Location,INSDC_center_alias,Description,TREATMENT,growth_time,body_site,organism,strain_background,Time_point,analysis_type..exp.,analysis_type..run.,flowcell_barcode..run.,geographic_location_.country_and.or_sea,X_region.,gssr_id..exp.,gssr_id..run.,instrument_name..run.,isolation.source,lane..run.,library_type..exp.,library_type..run.,lsid..exp.,lsid..run.,material_type..exp.,product_order..exp.,product_order..run.,product_part_number..exp.,product_part_number..run.,project..exp.,project..run.,read_group_id..run.,research_project..exp.,research_project..run.,run_barcode..run.,run_name..run.,work_request..exp.,work_request..run.,Broker_name,growth_phase,ENA_first_public,ENA.LAST.UPDATE,Cell_type,culture_type,culture_collection,Time,phage,Biomaterial_provider,phase_of_infection,antibiotic,environmental_condition,Timepoint,growth_medium,Condition,exposed_to,Passages,media,agent,TISSUE,Phenotype,exposure,protocol,susceptibility,organism_part,fraction,stimulus,Replica,carbon_source,TaxID,medium,Cell_Line,taxonomy_id,cultivation_condition,number_of_cells,treatment_duration,treatment_type,genetic_background,plasmid,Biological_Replicate,depletion_method,growth_stage,host_or_sample_description,Tax_ID,Technical_replicate,treated,dangling_references..run.,ID,Incubation_time,molecule_subtype,geographic_location_.country_and.or_sea.,host_health_state,host_scientific_name
28,SRR7786916,RNA-Seq,SAMN09977140,UNIVERSITY OF MARYLAND AT COLLEGE PARK,public,SRX4641855,Illumina HiSeq 1500,SINGLE,Inverse rRNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa UCBPP-PA14,ILLUMINA,2018-09-18T00:00:00Z,PBS Tryptone Mouse Urine 2,SRP159622,PRJNA489391,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",51,2.04E+08,137713758,,,UCBPP-PA14,PBS Tryptone Mouse Urine 2,Cell culture,USA,North America,"USA: College Park\, Maryland",18-Apr-14,,"Microbe\, viral or environmental",,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
29,SRR7786917,RNA-Seq,SAMN09977139,UNIVERSITY OF MARYLAND AT COLLEGE PARK,public,SRX4641854,Illumina HiSeq 1500,SINGLE,Inverse rRNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa UCBPP-PA14,ILLUMINA,2018-09-18T00:00:00Z,PBS Tryptone Mouse Urine 1,SRP159622,PRJNA489391,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",51,2.04E+08,138400209,,,UCBPP-PA14,PBS Tryptone Mouse Urine 1,Cell culture,USA,North America,"USA: College Park\, Maryland",18-Apr-14,,"Microbe\, viral or environmental",,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
30,SRR6448772,RNA-Seq,SAMN08286981,NANYANG TECHNOLOGICAL UNIVERSITY,public,SRX3539745,Illumina HiSeq 2500,PAIRED,PCR,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2018-04-14T00:00:00Z,PAO1B3,SRP128411,PRJNA428284,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",202,1223264732,706747550,,,Pseudomonas aeruginosa PAO1,PAO1B3,mixed culture,Singapore,Asia,Singapore,21-Oct-15,laboratory,"Microbe\, viral or environmental",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,Yang Liang,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
31,SRR6448778,RNA-Seq,SAMN08286979,NANYANG TECHNOLOGICAL UNIVERSITY,public,SRX3539739,Illumina HiSeq 2500,PAIRED,PCR,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2018-04-14T00:00:00Z,PAO1B1,SRP128411,PRJNA428284,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",202,873591420,506862299,,,Pseudomonas aeruginosa PAO1,PAO1B1,mixed culture,Singapore,Asia,Singapore,21-Oct-15,laboratory,"Microbe\, viral or environmental",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,Yang Liang,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
32,SRR6448779,RNA-Seq,SAMN08286980,NANYANG TECHNOLOGICAL UNIVERSITY,public,SRX3539738,Illumina HiSeq 2500,PAIRED,PCR,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2018-04-14T00:00:00Z,PAO1B2,SRP128411,PRJNA428284,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",202,1096799198,630121012,,,Pseudomonas aeruginosa PAO1,PAO1B2,mixed culture,Singapore,Asia,Singapore,21-Oct-15,laboratory,"Microbe\, viral or environmental",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,Yang Liang,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
33,SRR7723449,RNA-Seq,SAMN09865656,GEO,public,SRX4579961,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa PAO1,ILLUMINA,2018-09-25T00:00:00Z,GSM3347985,SRP158426,PRJNA486815,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",300,1777329900,705293445,Transcriptome of control of P. aeruginosa PAO1,GSM3347985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,native sample,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
34,SRR7723450,RNA-Seq,SAMN09865655,GEO,public,SRX4579962,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa PAO1,ILLUMINA,2018-09-25T00:00:00Z,GSM3347986,SRP158426,PRJNA486815,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",300,1707576000,673314452,Transcriptome of control of P. aeruginosa PAO1,GSM3347986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,native sample,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
35,SRR7723451,RNA-Seq,SAMN09865667,GEO,public,SRX4579963,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa PAO1,ILLUMINA,2018-09-25T00:00:00Z,GSM3347987,SRP158426,PRJNA486815,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",300,1575788400,624002231,Transcriptome of control of P. aeruginosa PAO1,GSM3347987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,native sample,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
36,SRR7723452,RNA-Seq,SAMN09865654,GEO,public,SRX4579964,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa PAO1,ILLUMINA,2018-09-25T00:00:00Z,GSM3347988,SRP158426,PRJNA486815,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",300,1828176300,728748713,Transcriptome of DDS-treated P. aeruginosa PAO1,GSM3347988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DDS-treated sample,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
37,SRR7723453,RNA-Seq,SAMN09865653,GEO,public,SRX4579965,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa PAO1,ILLUMINA,2018-09-25T00:00:00Z,GSM3347989,SRP158426,PRJNA486815,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",300,1450714800,573539581,Transcriptome of DDS-treated P. aeruginosa PAO1,GSM3347989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DDS-treated sample,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
38,SRR7723454,RNA-Seq,SAMN09865652,GEO,public,SRX4579966,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa PAO1,ILLUMINA,2018-09-25T00:00:00Z,GSM3347990,SRP158426,PRJNA486815,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",300,1674456300,658169948,Transcriptome of DDS-treated P. aeruginosa PAO1,GSM3347990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DDS-treated sample,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
39,SRR7875540,RNA-Seq,SAMN10089402,MONASH UNIVERSITY,public,SRX4714440,Illumina HiSeq 1500,SINGLE,RANDOM,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2018-11-07T00:00:00Z,PAKpmrB6_020,SRP162096,PRJNA491816,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",95,260932187,123443027,,,PAKpmrB6,RNAseqMLH041,Bacterial culture,Australia,Oceania,Australia: Melbourne,1/6/2017,Laboratory,"Microbe\, viral or environmental",PAKpmrB601,,environmental,,,,,,,,,,Sample number 41,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
40,SRR7875541,RNA-Seq,SAMN10089403,MONASH UNIVERSITY,public,SRX4714439,Illumina HiSeq 1500,SINGLE,RANDOM,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2018-11-07T00:00:00Z,PAKpmrB6_021,SRP162096,PRJNA491816,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",98,282524319,135052750,,,PAKpmrB6,RNAseqMLH042,Bacterial culture,Australia,Oceania,Australia: Melbourne,1/6/2017,Laboratory,"Microbe\, viral or environmental",PAKpmrB601,,environmental,,,,,,,,,,Sample number 42,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
41,SRR7875542,RNA-Seq,SAMN10089390,MONASH UNIVERSITY,public,SRX4714438,Illumina HiSeq 1500,SINGLE,RANDOM,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2018-11-07T00:00:00Z,PAKpmrB6_008,SRP162096,PRJNA491816,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",96,290329818,138890520,,,PAKpmrB6,RNAseqMLH029,Bacterial culture,Australia,Oceania,Australia: Melbourne,1/6/2017,Laboratory,"Microbe\, viral or environmental",PAKpmrB601,,environmental,,,,,,,,,,Sample number 29,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
42,SRR7875543,RNA-Seq,SAMN10089391,MONASH UNIVERSITY,public,SRX4714437,Illumina HiSeq 1500,SINGLE,RANDOM,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2018-11-07T00:00:00Z,PAKpmrB6_009,SRP162096,PRJNA491816,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",95,263950671,126166981,,,PAKpmrB6,RNAseqMLH030,Bacterial culture,Australia,Oceania,Australia: Melbourne,1/6/2017,Laboratory,"Microbe\, viral or environmental",PAKpmrB601,,environmental,,,,,,,,,,Sample number 30,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
43,SRR7875544,RNA-Seq,SAMN10089388,MONASH UNIVERSITY,public,SRX4714436,Illumina HiSeq 1500,SINGLE,RANDOM,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2018-11-07T00:00:00Z,PAKpmrB6_006,SRP162096,PRJNA491816,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",98,275055870,129910655,,,PAKpmrB6,RNAseqMLH027,Bacterial culture,Australia,Oceania,Australia: Melbourne,1/6/2017,Laboratory,"Microbe\, viral or environmental",PAKpmrB601,,environmental,,,,,,,,,,Sample number 27,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
44,SRR7875545,RNA-Seq,SAMN10089389,MONASH UNIVERSITY,public,SRX4714435,Illumina HiSeq 1500,SINGLE,RANDOM,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2018-11-07T00:00:00Z,PAKpmrB6_007,SRP162096,PRJNA491816,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",96,260201907,123854373,,,PAKpmrB6,RNAseqMLH028,Bacterial culture,Australia,Oceania,Australia: Melbourne,1/6/2017,Laboratory,"Microbe\, viral or environmental",PAKpmrB601,,environmental,,,,,,,,,,Sample number 28,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
45,SRR7875546,RNA-Seq,SAMN10089386,MONASH UNIVERSITY,public,SRX4714434,Illumina HiSeq 1500,SINGLE,RANDOM,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2018-11-07T00:00:00Z,PAKpmrB6_004,SRP162096,PRJNA491816,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",97,249917814,125849313,,,PAKpmrB6,RNAseqMLH025,Bacterial culture,Australia,Oceania,Australia: Melbourne,1/6/2017,Laboratory,"Microbe\, viral or environmental",PAKpmrB601,,environmental,,,,,,,,,,Sample number 25,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
46,SRR7875547,RNA-Seq,SAMN10089387,MONASH UNIVERSITY,public,SRX4714433,Illumina HiSeq 1500,SINGLE,RANDOM,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2018-11-07T00:00:00Z,PAKpmrB6_005,SRP162096,PRJNA491816,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",97,259146334,122583070,,,PAKpmrB6,RNAseqMLH026,Bacterial culture,Australia,Oceania,Australia: Melbourne,1/6/2017,Laboratory,"Microbe\, viral or environmental",PAKpmrB601,,environmental,,,,,,,,,,Sample number 26,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
47,SRR7875548,RNA-Seq,SAMN10089384,MONASH UNIVERSITY,public,SRX4714432,Illumina HiSeq 1500,SINGLE,RANDOM,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2018-11-07T00:00:00Z,PAKpmrB6_002,SRP162096,PRJNA491816,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",96,250751447,120793862,,,PAKpmrB6,RNAseqMLH023,Bacterial culture,Australia,Oceania,Australia: Melbourne,1/6/2017,Laboratory,"Microbe\, viral or environmental",PAKpmrB601,,environmental,,,,,,,,,,Sample number 23,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
48,SRR7875549,RNA-Seq,SAMN10089385,MONASH UNIVERSITY,public,SRX4714431,Illumina HiSeq 1500,SINGLE,RANDOM,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2018-11-07T00:00:00Z,PAKpmrB6_003,SRP162096,PRJNA491816,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",95,228362925,108360473,,,PAKpmrB6,RNAseqMLH024,Bacterial culture,Australia,Oceania,Australia: Melbourne,1/6/2017,Laboratory,"Microbe\, viral or environmental",PAKpmrB601,,environmental,,,,,,,,,,Sample number 24,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
49,SRR7875550,RNA-Seq,SAMN10089382,MONASH UNIVERSITY,public,SRX4714430,Illumina HiSeq 1500,SINGLE,RANDOM,TRANSCRIPTOMIC,Pseudomonas aeruginosa PAK,ILLUMINA,2018-11-07T00:00:00Z,PAK_021,SRP162096,PRJNA491816,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",97,326490628,156582722,,,PAK,RNAseqMLH021,Bacterial culture,Australia,Oceania,Australia: Melbourne,1/6/2017,Laboratory,"Microbe\, viral or environmental",PAK001,,environmental,,,,,,,,,,Sample number 21,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
50,SRR7875551,RNA-Seq,SAMN10089383,MONASH UNIVERSITY,public,SRX4714429,Illumina HiSeq 1500,SINGLE,RANDOM,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2018-11-07T00:00:00Z,PAKpmrB6_001,SRP162096,PRJNA491816,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",92,236290835,112820039,,,PAKpmrB6,RNAseqMLH022,Bacterial culture,Australia,Oceania,Australia: Melbourne,1/6/2017,Laboratory,"Microbe\, viral or environmental",PAKpmrB601,,environmental,,,,,,,,,,Sample number 22,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
51,SRR7875552,RNA-Seq,SAMN10089367,MONASH UNIVERSITY,public,SRX4714428,Illumina HiSeq 1500,SINGLE,RANDOM,TRANSCRIPTOMIC,Pseudomonas aeruginosa PAK,ILLUMINA,2018-11-07T00:00:00Z,PAK_006,SRP162096,PRJNA491816,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",96,262435632,123926160,,,PAK,RNAseqMLH006,Bacterial culture,Australia,Oceania,Australia: Melbourne,1/6/2017,Laboratory,"Microbe\, viral or environmental",PAK001,,environmental,,,,,,,,,,Sample number 6,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
52,SRR7875553,RNA-Seq,SAMN10089366,MONASH UNIVERSITY,public,SRX4714427,Illumina HiSeq 1500,SINGLE,RANDOM,TRANSCRIPTOMIC,Pseudomonas aeruginosa PAK,ILLUMINA,2018-11-07T00:00:00Z,PAK_005,SRP162096,PRJNA491816,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",94,239517154,115028558,,,PAK,RNAseqMLH005,Bacterial culture,Australia,Oceania,Australia: Melbourne,1/6/2017,Laboratory,"Microbe\, viral or environmental",PAK001,,environmental,,,,,,,,,,Sample number 5,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
53,SRR7875554,RNA-Seq,SAMN10089369,MONASH UNIVERSITY,public,SRX4714426,Illumina HiSeq 1500,SINGLE,RANDOM,TRANSCRIPTOMIC,Pseudomonas aeruginosa PAK,ILLUMINA,2018-11-07T00:00:00Z,PAK_008,SRP162096,PRJNA491816,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",94,262507492,126433346,,,PAK,RNAseqMLH008,Bacterial culture,Australia,Oceania,Australia: Melbourne,1/6/2017,Laboratory,"Microbe\, viral or environmental",PAK001,,environmental,,,,,,,,,,Sample number 8,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
54,SRR7875555,RNA-Seq,SAMN10089368,MONASH UNIVERSITY,public,SRX4714425,Illumina HiSeq 1500,SINGLE,RANDOM,TRANSCRIPTOMIC,Pseudomonas aeruginosa PAK,ILLUMINA,2018-11-07T00:00:00Z,PAK_007,SRP162096,PRJNA491816,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",95,276477645,133329807,,,PAK,RNAseqMLH007,Bacterial culture,Australia,Oceania,Australia: Melbourne,1/6/2017,Laboratory,"Microbe\, viral or environmental",PAK001,,environmental,,,,,,,,,,Sample number 7,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
55,SRR7875556,RNA-Seq,SAMN10089363,MONASH UNIVERSITY,public,SRX4714424,Illumina HiSeq 3000,SINGLE,RANDOM,TRANSCRIPTOMIC,Pseudomonas aeruginosa PAK,ILLUMINA,2018-11-07T00:00:00Z,PAK_002,SRP162096,PRJNA491816,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",94,254591418,123880439,,,PAK,RNAseqMLH002,Bacterial culture,Australia,Oceania,Australia: Melbourne,1/6/2017,Laboratory,"Microbe\, viral or environmental",PAK001,,environmental,,,,,,,,,,Sample number 2,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
56,SRR7875557,RNA-Seq,SAMN10089362,MONASH UNIVERSITY,public,SRX4714423,Illumina HiSeq 3000,SINGLE,RANDOM,TRANSCRIPTOMIC,Pseudomonas aeruginosa PAK,ILLUMINA,2018-11-07T00:00:00Z,PAK_001,SRP162096,PRJNA491816,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",96,247747665,119002643,,,PAK,RNAseqMLH001,Bacterial culture,Australia,Oceania,Australia: Melbourne,1/6/2017,Laboratory,"Microbe\, viral or environmental",PAK001,,environmental,,,Meiling Han,,,,,,,Sample number 1,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
57,SRR7875558,RNA-Seq,SAMN10089365,MONASH UNIVERSITY,public,SRX4714422,Illumina HiSeq 1500,SINGLE,RANDOM,TRANSCRIPTOMIC,Pseudomonas aeruginosa PAK,ILLUMINA,2018-11-07T00:00:00Z,PAK_004,SRP162096,PRJNA491816,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",95,271825851,132397957,,,PAK,RNAseqMLH004,Bacterial culture,Australia,Oceania,Australia: Melbourne,1/6/2017,Laboratory,"Microbe\, viral or environmental",PAK001,,environmental,,,,,,,,,,Sample number 4,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
58,SRR7875559,RNA-Seq,SAMN10089364,MONASH UNIVERSITY,public,SRX4714421,Illumina HiSeq 1500,SINGLE,RANDOM,TRANSCRIPTOMIC,Pseudomonas aeruginosa PAK,ILLUMINA,2018-11-07T00:00:00Z,PAK_003,SRP162096,PRJNA491816,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",96,285830686,134960752,,,PAK,RNAseqMLH003,Bacterial culture,Australia,Oceania,Australia: Melbourne,1/6/2017,Laboratory,"Microbe\, viral or environmental",PAK001,,environmental,,,,,,,,,,Sample number 3,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
