Gemma ID,External ID,Study Description,Number of Samples,Study Category,Condition Description,Control Description,Number of DE genes,Funding Source,DE Prior AUROC (Fig 2),CXCL8 DE,Sex (Fig 3),Immunity (Fig 3),Funding Prior AUROC (Fig 4),"DE Prior AUROC (222 subset, Fig 4)",Cluster Prior AUROC (Fig 4),NIGMS sepsis or trauma (Fig 4),Max GO term (Fig 4),Max GO AUROC (Fig 4)
RSCID.460147.108839,GSE39133,Gene expression profiling of microdissected HRS cells,34,cell type,Hodgkin Reed-Sternberg cell,germinal center,1024,NA,0.73,no,no,no,NA,NA,0.755,no,GO:0006955,0.52
RSCID.458712.93265,GSE39156,A transcriptionally induced antioxidant program is elicited in thyroid cells after exposure to hydrogen peroxide,64,organism part,thyrocyte,T cell,3016,NA,0.775,yes,no,no,NA,NA,0.784,no,GO:0006928,0.523
RSCID.454319.107741,GSE39293,"Gene expression profiling of cidofovir treatment and resistance inHeLa, HaCaT, and PHK cells",18,treatment,cidofovir dihydrate,reference subject role,4,NA,0.947,no,no,no,NA,NA,0.744,no,GO:0061178,0.666
RSCID.460143.108725,GSE39409,Gene expression profiling of ampullary carcinomas classifies ampullary carcinomas into biliary-like and intestinal-like subtypes that are prognostic of outcome,16,disease,ampulla of Vater adenocarcinoma,extrahepatic bile duct carcinoma,48,NCI NIH HHS,0.853,no,no,no,0.816,0.837,NA,no,GO:0044092,0.6
RSCID.460230.89426,GSE39454,Expression data from myositis muscles,15,disease,inclusion body myositis,reference subject role,370,NA,0.888,no,no,no,NA,NA,0.819,no,GO:0006955,0.619
RSCID.460144.112089,GSE39612,Distinct gene expression profiles of viral- and non-viral associated Merkel cell carcinoma revealed by transcriptome analysis,102,disease,primary merkel cell carcinoma,reference subject role,1410,NCI NIH HHS,0.813,no,no,no,0.795,0.804,0.805,no,GO:0009888,0.53
RSCID.440733.87843,GSE39843,Expression data of cystic fibrosis and non-cystic fibrosis airway cell lines under oxidative stress,12,treatment,"2,3-dimethoxy-1,4-naphthoquinone; oxidative stress",reference substance role,14,NA,0.863,no,no,no,NA,NA,0.497,no,GO:0006979,0.725
RSCID.453801.101473,GSE3998,Prostate cell specific expression,10,cell type,endothelial cell,basal cell of prostate epithelium,492,NIDDK NIH HHS,0.853,no,no,no,0.565,0.854,0.853,no,GO:0006955,0.529
RSCID.458286.88436,GSE40160,Analyzing primary Hodgkin and Reed-Sternberg cells to capture the molecular and cellular pathogenesis of classical Hodgkin lymphoma,9,cell type,classical Hodgkin lymphoma (cHL) cell line sample,B-cell lymphoma,1400,NA,0.621,no,no,no,NA,NA,0.578,no,GO:0070647,0.52
RSCID.460166.112406,GSE40231,The Stockholm Atherosclerosis Gene Expression (STAGE) study: Global Gene Expression data from coronary and carotid artery disease patients,106,organism part,muscle,Atherosclerosis; aorta,2129,NA,0.732,yes,no,no,NA,NA,0.728,no,GO:0003012,0.524
RSCID.461722.117970,GSE40413,IL-17 and TNF synergistically induce growth-associated cytokines in melanocytes while suppressing melanogenesis,12,timepoint,24 h,48 h,7,NA,0.817,no,no,no,NA,NA,0.582,no,GO:0005261,0.635
RSCID.458266.91045,GSE40438,Gene expression profiling of resistant and vulnerable motor neuron subtypes in amyotrophic lateral sclerosis,8,organism part,oculomotor neurons,lumbar spinal; motor neuron,3,NA,0.972,no,no,no,NA,NA,0.662,no,GO:0030183,0.665
RSCID.461626.88292,GSE40611,Gene expression data of parotid tissue from Primary Sjogrenâ€™s Syndrome and controls,49,disease,Sjogren's syndrome,reference subject role,248,NA,0.835,no,no,no,NA,NA,0.809,no,GO:0006955,0.584
RSCID.458287.88445,GSE40613,Effects of co-culture of  Endothelial Cells with Mesenchymal Stem Cells on Gene Expression,8,cell type,Mesenchymal stem cell; Co-Cultured,Mesenchymal stem cell,196,NHLBI NIH HHS,0.875,no,no,no,0.676,0.856,0.894,no,GO:0072359,0.568
RSCID.458991.98301,GSE40791,Usp44 binds centrin to regulate centrosome positioning and suppress tumorigenesis,169,disease,stage I; lung adenocarcinoma,reference subject role,364,NA,0.909,no,no,no,NA,NA,0.974,no,GO:0040011,0.535
RSCID.441200.88410,GSE40885,Data expression in alveolar macrophages induced by lipopolysaccharide in humans,14,treatment,lipopolysaccharide,saline; reference substance role,133,NA,0.906,yes,no,no,NA,NA,0.919,no,GO:0006955,0.634
RSCID.458276.88450,GSE40968,The effect of ACSL4 expression on overall gene expression in breast cancer cell lines,18,cell line,MCF7,SKBR3,1361,NCI NIH HHS,0.754,no,no,no,0.737,0.738,0.78,no,GO:0009888,0.517
RSCID.459118.98664,GSE41040,Gene expresion changes following knockdown of KDM4C in primary fibroblasts,14,genetic modification,KDM4C [human] lysine (K)-specific demethylase 4C,wild type genotype,98,NIDDK NIH HHS,0.884,yes,no,no,0.596,0.856,0.733,no,GO:0007049,0.559
RSCID.459333.39452,GSE4107,Expression profiling in early onset colorectal cancer,22,disease,early onset colorectal cancer,reference subject role,108,NA,0.929,no,no,no,NA,NA,NA,no,GO:0030054,0.562
RSCID.447287.90454,GSE41168,Resveratrol supplementation does not improve metabolic function in non-obese women with normal glucose tolerance,140,organism part,adipose tissue,skeletal muscle tissue,2408,NA,0.725,no,no,no,NA,NA,0.717,no,GO:0030054,0.524
RSCID.459136.98791,GSE41177,Region-specific gene expression profiles in left atria of patients with valvular atrial fibrillation,38,organism part,junction; left cardiac atrium,left atrium auricular region,19,NA,0.872,no,no,no,NA,NA,0.56,no,GO:0007155,0.635
RSCID.459229.88696,GSE41315,Timecourse gene expression profiling of DLBCL cell line Karpas422 after EZH2 inhibitor treatment,24,treatment,EZH2 inhibitor; 5 uM,dimethyl sulfoxide; reference subject role,298,NA,0.831,no,no,no,NA,NA,0.567,no,GO:0006952,0.557
RSCID.459221.88674,GSE41328,Colorectal adenocaricinomas and matched normal colonic tissues,20,disease,Colorectal Cancer,reference subject role,281,NCI NIH HHS,0.889,yes,no,no,0.796,0.818,0.924,no,GO:0030198,0.541
RSCID.459152.90610,GSE41662,Gene expression profiling in psoriatic lesional and non-lesional skin [Set 2],48,disease,lesional skin,non-lesional skin,145,NA,0.889,yes,no,no,NA,NA,0.974,no,GO:0006955,0.573
RSCID.454978.75346,GSE4183,"Inflammation, adenoma and cancer: objective classification of colon biopsy specimens with gene expression signature",23,disease,Adenoma,reference subject role,340,NA,0.822,yes,no,no,NA,NA,0.819,no,GO:0040011,0.54
RSCID.460254.89628,GSE42088,Expression data from Leishmania major infected human dendritic cells,15,treatment,Leishmania major species complex,reference subject role; uninfected,1,NIGMS NIH HHS,1,no,no,no,0.864,0.998,1,no,GO:0035924,0.999
RSCID.458179.90641,GSE42114,Creation of differentiation-specific genomic maps of human epidermis through laser capture microdissection,13,organism part,Suprabasal; skin epidermis,reference subject role; skin epidermis,314,NIGMS NIH HHS,0.705,no,no,no,0.626,0.7,NA,no,GO:0022402,0.548
RSCID.466748.123870,GSE42392,Expression analysis of cancer of unknown primary (CUP),60,organism part,lymph node,pleural fluid; peritoneal fluid,321,NA,0.905,yes,no,no,NA,NA,0.906,no,GO:0030198,0.568
RSCID.455048.110994,GSE4246,Analysis of transcripts regulated by Dicer and Argonaute proteins in human HEK-293 cells,16,genotype,Dicer kd,wild type genotype,77,NA,0.684,no,no,no,NA,NA,0.498,no,GO:0006396,0.543
RSCID.453514.100541,GSE42549,Transcriptional responses of mantle cell lymphoma (MCL) lines to PKC inhibition,16,treatment,AEB071,reference subject role,20,NA,0.703,no,no,no,NA,NA,NA,no,GO:0030054,0.607
RSCID.458475.94055,GSE42568,Breast Cancer Gene Expression Analysis,121,disease,breast cancer,reference subject role,514,NA,0.866,no,no,no,NA,NA,0.878,no,GO:0009888,0.538
RSCID.460074.102403,GSE42660,BL2 cells stimulated with B cell specific paracrine stimuli,6,treatment,rhBAFF,reference subject role,1,NA,0.981,no,no,no,NA,NA,0.999,no,GO:0043542,0.999
RSCID.464932.121902,GSE42762,FOXO3a Is A Major Target Of Inactivation By PI3K/AKT Signaling In Aggressive Neuroblastoma,12,treatment,PI-103,reference substance role,336,NA,0.553,no,no,no,NA,NA,NA,no,GO:0042175,0.52
RSCID.457892.86036,GSE4290,Expression data of glioma samples from Henry Ford Hospital,104,disease,Glioblastoma,non-tumor; Epilepsy; reference subject role,459,NA,0.824,no,no,no,NA,NA,0.937,no,GO:0097458,0.56
RSCID.459146.90686,GSE42952,Molecular markers associated with outcome and metastasis in human pancreatic cancer,13,disease,liver metastasis,Poor outcome; Pancreatic Ductal Adenocarcinoma,581,NA,0.789,no,no,no,NA,NA,0.824,no,GO:0006082,0.571
RSCID.461727.117991,GSE43010,HDAC Inhibitors induce tumor cell-selective pro-apoptotic transcriptional responses.,42,cell line,LTSTERas; BJ cell,BJ cell,468,NA,0.884,yes,no,no,NA,NA,0.92,no,GO:0031012,0.558
RSCID.461770.118179,GSE43289,Gene expression profiles of gliomas with Affymetrix Human Genome U133 Plus 2.0 Array,40,sex,female,male,7,NA,0.999,no,yes,no,NA,NA,1,no,GO:0051704,0.647
RSCID.465220.122000,GSE43552,Expression profiling of human medulloblastoma cell line ONS76 upon siRNA-mediated knockdown of KDM5A/LSD1,6,genotype,Knockdown; KDM5A [human] lysine (K)-specific demethylase 5A,wild type genotype,19,NA,0.903,no,no,no,NA,NA,0.562,no,GO:0034097,0.719
RSCID.463746.119049,GSE43596,Global gene expression analysis in macrophages treated with Nutlin-3,18,treatment,lipopolysaccharide,reference substance role,335,Intramural NIH HHS,0.802,yes,no,no,0.754,0.798,0.838,no,GO:0006955,0.587
RSCID.455596.100490,GSE4386,Transcriptomics in cardiac surgery,40,treatment,sevoflurane,propofol,102,NA,0.836,no,no,no,NA,NA,0.568,no,GO:0044432,0.552
RSCID.459190.96959,GSE44126,Expression data from Human CD40L+ Tcells,10,cell type,CD8+/CD40L+,CD4+/CD40L+,58,NIAID NIH HHS,0.871,yes,no,no,0.743,0.873,0.652,no,GO:0006955,0.656
RSCID.451181.91017,GSE44541,Expression data from antimycin A-treated BE(2)-C cells,6,treatment,purified; antimycin A,reference subject role,154,NIAID NIH HHS,0.619,no,no,no,0.523,0.609,0.506,no,GO:0043168,0.55
RSCID.458898.99459,GSE44765,Global profiling of human hair follicle scalp dermal papilla cells using Affymetrix microarrays,6,cell type,passage 0,scalp,1666,NIGMS NIH HHS,0.795,no,no,no,0.609,0.781,0.795,no,GO:0009888,0.525
RSCID.458673.93336,GSE44809,Primary human bronchial epithelial cells expressing EGFP or DN-GRHL2,9,genetic modification,Green fluorescent protein,GRHL2 [human] grainyhead-like 2 (Drosophila),6,NHLBI NIH HHS,0.89,no,no,no,0.82,0.832,0.621,no,GO:0008092,0.65
RSCID.444841.17293,GSE4483,Astrocyte and Hela cell response to hypoxia,12,cell type,Astrocyte,HeLa,2975,NINDS NIH HHS,0.714,no,no,no,0.535,0.704,0.737,no,GO:0045595,0.522
RSCID.461058.94745,GSE45516,Expression data from human Huntington fibroblasts,9,disease,Huntington Disease,reference subject role,67,NA,0.71,no,no,no,NA,NA,0.507,no,GO:0051345,0.536
RSCID.458476.94077,GSE45899,Expression profiling of glioblastoma cancer stem cells,6,cell type,MGG8,neuronal stem cell,752,NA,0.807,no,no,no,NA,NA,0.827,no,GO:0009888,0.529
RSCID.456141.16289,GSE4600,Identifying targets of MeCP2 during neuronal maturational differentiation,12,developmental stage,undifferentiated SH-SY5Y cells,differentiated SH-SY5Y cells,49,NINDS NIH HHS,0.829,no,no,no,0.623,0.812,0.552,no,GO:0034976,0.579
RSCID.460036.111025,GSE46170,Whole Genome Expression Array in Human T-cell Acute Lymphoblastic Leukemia,33,organism part,T-cell acute lymphoblastic leukemias; bone marrow,"CD3,CD4,CD8poz; thymus",63,NA,0.831,no,no,yes,NA,NA,NA,no,GO:0001775,0.564
RSCID.460043.111107,GSE46480,Peripheral blood mononuclear cell (PBMC) gene expression in healthy adults rapidly transported to high altitude,196,environmental stress,base camp,high altitude,23,NA,0.615,no,no,no,NA,NA,0.548,no,GO:0031966,0.617
RSCID.458426.95572,GSE46493,Diverse stresses dramatically alter genome-wide p53 binding and transactivation landscape in human cancer cells (Affymetrix),6,treatment,Nutlin-3,reference subject role,92,NA,0.836,no,no,no,NA,NA,0.569,no,GO:0048468,0.548
RSCID.459448.96562,GSE46914,IDENTIFICATION OF BIOMARKERS OF RESPONSE TO IFNG DURING ENDOTOXIN TOLERANCE: APPLICATION TO SEPTIC SHOCK,12,treatment,twice; lipopolysaccharide; interferon gamma,reference subject role,65,NA,0.894,no,no,no,NA,NA,0.582,no,GO:0006952,0.661
RSCID.459195.96955,GSE46922,Differences in gene expression and cytokines levels between newly diagnosed and chronic pediatric immune thrombocytopenia (ITP),13,disease,chronic,newly diagnosed,2,NA,0.781,no,no,no,NA,NA,0.487,no,GO:0032897,0.749
RSCID.458527.93884,GSE47130,Vector-transduced neurons transcriptome profiles,30,timepoint,2 hours,5 hours,1,NA,0.995,no,no,no,NA,NA,1,no,GO:0006984,0.999
RSCID.443655.16131,GSE4773,Greene-5P01NS017771-220003,15,timepoint,1 weeks,4 weeks,65,NA,0.629,yes,no,no,NA,NA,0.509,no,GO:1901700,0.559
RSCID.458458.95564,GSE47855,"Gene expression analysis for CD56- T, NK, CD56+ T cells, and iNKT cells",10,cell type,CD56- T Cell,CD56+ T Cell,305,NCI NIH HHS,0.76,no,no,no,0.718,0.76,0.727,no,GO:0051240,0.533
RSCID.459987.101532,GSE48046,Gene expression analysis of Early immature  and Late mature T-ALL cell lines,4,cell line,RPMI8402,DND41,619,NCI NIH HHS,0.812,no,no,no,0.794,0.804,0.798,no,GO:0050776,0.522
RSCID.459258.95314,GSE48258,Changes in gene expression induced by CDK9 inhibition alone and in combination with fludarabine,6,treatment,cyclin-dependent kinase inhibitors,reference subject role,11,NA,0.914,no,no,no,NA,NA,0.497,no,GO:0006955,0.63
RSCID.463906.121350,GSE48498,Transcripts expression of Infliximab therapy for patients with Kawasaki disease,28,phenotype,Immunoglobulin G; resistant to,reference subject role,8,NA,0.855,no,no,no,NA,NA,0.624,no,GO:0006959,0.664
RSCID.459364.95862,GSE48611,Gene expression of human isogenic trisomy 21 induced pluripotent stem cells and derived neurons,18,cell type,induced pluripotent stem cell,Neuron,1611,NICHD NIH HHS,0.772,no,no,no,0.572,0.745,0.783,no,GO:0022008,0.528
RSCID.459220.96901,GSE49515,Expression profiling of PBMC from patients with hepatocellular carcinoma,20,disease,hepatocellular carcinoma,reference subject role,21,NA,0.973,yes,no,no,NA,NA,1,no,GO:0042981,0.622
RSCID.459101.74841,GSE4984,Monocyte Derived Dendritic Cell Maturation,6,treatment,vehicle; reference substance role,untreated; reference substance role,1,NIAID NIH HHS,0.865,no,no,no,0.894,0.781,0.488,no,GO:0042571,0.5
RSCID.461709.117955,GSE49910,An Expression Atlas of Human Primary Cells: Inference of Gene Function from Coexpression Networks,11,cell type,"effector memory CD8-positive, alpha-beta T cell",CD4-positive helper T cell,652,NA,0.717,no,no,no,NA,NA,0.559,no,GO:0006955,0.54
RSCID.464192.121528,GSE49938,Re-specification of myeloid precursors from human pluripotent cells into engraftable multi-lineage progenitors,26,genotype,Overexpression; RORA [human] RAR-related orphan receptor A,wild type genotype,470,NIDDK NIH HHS,0.822,no,no,no,0.558,0.811,0.683,no,GO:0006955,0.556
RSCID.453177.98993,GSE49953,Expression data from two breast cancer cell lines,16,cell line,T47D,MDAMB231,1635,NCI NIH HHS,0.783,no,no,no,0.778,0.773,0.823,no,GO:0009888,0.522
RSCID.454619.108627,GSE49954,T lymphocytes from Chronic HCV-infected patients express unique pro-apoptotic gene signature.,30,cell type,CD8+ T-cells,CD4+ T cell,395,NA,0.867,yes,no,no,NA,NA,0.897,no,GO:0006955,0.59
RSCID.458950.98100,GSE49958,"Gene expression in human umbilical cord vein and artery endothelial cells under physiological chronic normoxia (3% O2, PCN) and standard culture normoxia (21% O2, SCN)",23,organism part,umbilical vein,umbilical artery,70,NHLBI NIH HHS,0.884,no,no,no,0.727,0.864,0.723,no,GO:0045595,0.559
RSCID.458820.99119,GSE50058,A common rejection module for acute rejection in multiple organs identifies novel therapeutics.,101,disease,Transplanted Organ Complication,reference subject role,11,NCI NIH HHS,0.97,no,no,no,0.928,0.941,0.666,no,GO:0006955,0.83
RSCID.459991.112115,GSE50161,Expression data from human brain tumors and human normal brain,47,disease,ependymoma,Temporal lobe,907,NCI NIH HHS,0.697,no,no,no,0.665,0.677,0.768,no,GO:0042995,0.553
RSCID.449438.76168,GSE5040,Polyamides alleviate transcription inhibition associated with long GAAâ€¢TTC repeats in Friedreichâ€™s ataxia,24,disease,Friedreich Ataxia,reference subject role,2,NA,0.948,no,no,no,NA,NA,NA,no,GO:0005865,0.749
RSCID.459014.98330,GSE50568,Expression data from N/Tert-HPV E6 cells in the presence and absence of mitomycin C treatment,34,treatment,mitomycin C,reference subject role,39,NCI NIH HHS,0.872,no,no,no,0.853,0.833,0.691,no,GO:0044092,0.552
RSCID.459995.101854,GSE50572,Gene signature of CLL cells cultured with activated T cells or CD40L-expressing cells,12,treatment,CD40L fibroblasts,reference substance role,674,NA,0.733,no,no,no,NA,NA,0.617,no,GO:0006955,0.529
RSCID.460475.64865,GSE5086,Transcriptional profile of aging human muscle,81,organism part,rectus abdominis,reference subject role,4,NA,0.806,no,no,no,NA,NA,0.662,no,GO:0072329,0.748
RSCID.459153.98887,GSE50948,Expression Data from transNOAH breast cancer trial,156,genotype,"ERBB2 [human] v-erb-b2 erythroblastic leukemia viral oncogene homolog 2, neuro/glioblastoma derived oncogene homolog (avian)",wild type genotype,5,NA,0.789,no,no,no,NA,NA,0.665,no,GO:2000145,0.784
RSCID.448579.35149,GSE5105,gene expression profiles in T-lymphocytes and Monocytes of participants of the Tour de France 2005,66,cell type,monocyte,T cell,16369,NA,0.491,yes,no,no,NA,NA,0.502,no,GO:0009719,0.512
RSCID.464831.121778,GSE51395,"ST3GAL1-Associated Transcriptomic Program in Glioblastoma Tumor Growth, Invasion, and Prognosis",20,genotype,"Knockdown; ST3GAL1 [human] ST3 beta-galactoside alpha-2,3-sialyltransferase 1",wild type genotype,41,NA,0.711,no,no,no,NA,NA,0.548,no,GO:0007010,0.573
RSCID.458862.99449,GSE51401,Expression data from tumor-associated endothelial cells of hepatocellular carcinoma,64,disease,cancer,reference subject role,456,NA,0.871,no,no,no,NA,NA,0.871,no,GO:0030162,0.533
RSCID.458915.99624,GSE51725,EGFR expression status associated with lymph node ratio,6,disease,stomach cancer; low,reference subject role,2,NA,0.531,no,no,no,NA,NA,0.745,no,GO:0001540,0.749
RSCID.455959.101102,GSE51812,Identification of chondrocyte subsets during human development,12,cell type,chondrocyte; cell condensation,limb cell,63,NA,0.883,no,no,no,NA,NA,0.577,no,GO:0048468,0.568
RSCID.464941.121914,GSE51978,Gene expression profiling in neuroblastoma cells upon CHAF1A silencing,9,genotype,"Knockdown; CHAF1A [human] chromatin assembly factor 1, subunit A (p150)",wild type genotype,7,NA,0.692,no,no,no,NA,NA,0.625,no,GO:0008207,0.599
RSCID.463835.118949,GSE51997,T helper lymphocyte- and monocyte-specific type I interferon (IFN) signatures in autoimmunity and viral infection.,25,disease staging,systemic lupus erythematosus,reference subject role,78,NA,0.92,no,no,no,NA,NA,NA,no,GO:0006955,0.634
RSCID.459974.99834,GSE52037,Transcriptional override: a regulatory network model of indirect responses to modulations in microRNA expression,20,disease,ovarian cancer,reference subject role,497,NA,0.86,no,no,no,NA,NA,0.883,no,GO:0009888,0.529
RSCID.455960.101074,GSE52081,Contribution of paracrine signalling on dendritic cell activation,6,treatment,Newcastle disease,reference subject role,1013,NIAID NIH HHS,0.777,no,no,no,0.764,0.769,0.747,no,GO:0006952,0.554
RSCID.453416.99863,GSE52158,Dynamic developmental signaling logic underlying lineage bifurcations during human endoderm induction and patterning from pluripotent stem cells,6,cell type,AFBLy-based differentiation,posterior foregut endoderm,965,NHLBI NIH HHS,0.816,no,no,no,0.609,0.792,0.843,no,GO:0009888,0.541
RSCID.459964.99918,GSE52327,Expression data of ALDH+ breast cancer cells,16,phenotype,ALDH+,ALDH-,66,NCI NIH HHS,0.827,no,no,no,0.767,0.822,0.652,no,GO:0050776,0.62
RSCID.453467.100080,GSE52478,The DNA Double-Strand Break Response Is Abnormal in Myeloblasts From Patients With Therapy-Related Acute Myeloid Leukemia,17,disease,trisomy 8; acute myeloid leukemia,acute myeloid leukemia,1,NHLBI NIH HHS,0.786,no,no,no,0.378,0.665,0.983,no,GO:0042571,0.5
RSCID.459329.39742,GSE5264,Human bronchial epithelial cell differentiation time course,22,individual,donor 2,donor 3,18,NA,0.95,no,no,no,NA,NA,0.643,no,GO:1901566,0.576
RSCID.455740.3646,GSE5281,steph-affy-human-433773,25,organism part,Hippocampus,Middle temporal gyrus,133,NA,0.82,no,no,no,NA,NA,0.718,no,GO:0051240,0.542
RSCID.455935.101003,GSE53012,"Expression data from three human cancer cell lines (PC-3, SK-OV-3, WM793B) exposed to  experimental cycling and chronic hypoxa in vitro",18,disease,ovarian cancer,Melanoma,1896,NA,0.8,yes,no,no,NA,NA,0.827,no,GO:0051270,0.519
RSCID.465190.121969,GSE53046,"C10ORF10/DEPP, a transcriptional target of FOXO3 regulates ROS-sensitivity by destabilizing peroxisomes in human neuroblastoma",6,cell line,SH-EP,C7H2,3080,NA,0.701,no,no,no,NA,NA,0.678,no,GO:0030054,0.516
RSCID.466978.124566,GSE53091,Inference and validation of predictive gene networks from biomedical literature and gene expression data,125,cell line,SW480 cell,SW620 cell,524,NA,0.827,yes,no,no,NA,NA,0.856,no,GO:0045595,0.539
RSCID.463614.121279,GSE53157,Gene expression profiling associated with the progression to poorly differentiated thyroid carcinomas,11,disease staging,follicular variants; Papillary thyroid carcinoma,reference subject role,85,NA,0.891,no,no,no,NA,NA,0.556,no,GO:0031012,0.563
RSCID.466990.124580,GSE53552,Gene expression profiling in psoriatic lesional and non-lesional skin [brodalumab treatment],99,disease,skin lesions,reference subject role,125,NA,0.896,yes,no,no,NA,NA,0.999,no,GO:0006955,0.578
RSCID.467012.124705,GSE53757,Gene array analysis of clear cell renal cell carcinoma tissue versus matched normal kidney tissue,144,disease,renal clear cell carcinoma,reference subject role,764,NCI NIH HHS,0.826,no,no,no,0.767,0.778,0.685,no,GO:0006082,0.54
RSCID.467026.124747,GSE53820,Gene expression data from serial samples of follicular lymphoma (FLSB - follicular lymphoma serial biopsies),77,disease staging,100% transformation; diffuse large B-cell lymphoma,reference subject role,83,NA,0.887,no,no,no,NA,NA,0.602,no,GO:0001775,0.578
RSCID.463673.118147,GSE53890,REST and Stress Resistance in Aging and Alzheimerâ€™s Disease,41,sex,female,male,4,NA,1,no,yes,no,NA,NA,1,no,GO:0010501,0.665
RSCID.445480.76142,GSE5460,Predicting Features of Breast Cancer with Gene Expression Patterns,75,genotype,ER+/HER2-,ER+/HER2+,12,NCI NIH HHS,0.724,no,no,no,0.721,0.765,0.53,no,GO:0046982,0.577
RSCID.463675.118593,GSE54992,Expression data from peripheral blood,15,disease,6 months post treatment; Tuberculosis,reference subject role,189,NA,0.828,no,no,no,NA,NA,0.712,no,GO:0030334,0.56
RSCID.457932.116561,GSE55609,Human meningioma culture,24,sex,male,female,6,NA,1,no,yes,no,NA,NA,1,no,GO:0060765,0.599
RSCID.463639.118431,GSE55945,Gene Expression Profiling of Prostate Benign and Malignant Tissue,16,disease staging,prostate cancer; malignant,reference subject role; benign,28,NCI NIH HHS,0.72,no,no,no,0.735,0.704,0.546,no,GO:0015672,0.55
RSCID.463653.118767,GSE56465,Comparison of haploid and diploid clones of KBM7 cancer cell line,24,genotype,diploid,wild type genotype,3285,NA,0.749,yes,no,no,NA,NA,0.751,no,GO:0006955,0.524
RSCID.444505.15775,GSE5682,Gene expression analysis of  gamma-secretase inhibitor-sensitive and -resistant T-ALL cell lines,20,genotype,GSI-sensitive,GSI-resistant,145,NCI NIH HHS,0.779,no,no,no,0.873,0.83,0.921,no,GO:0044092,0.527
RSCID.448676.76644,GSE5716,Gene expression analysis of T-ALL cell lines treated with gamma-secretase inhibitor,20,phenotype,Gamma secretase inhibitor; resistant to,Gamma secretase inhibitor; sensitive toward,158,NCI NIH HHS,0.772,no,no,no,0.855,0.819,0.885,no,GO:0045859,0.528
RSCID.463731.117365,GSE57255,Effect of EtOH on transcriptome signatures in human dental pulp stem cells,24,timepoint,48h,24h,127,NA,0.558,no,no,no,NA,NA,0.504,no,GO:0097367,0.536
RSCID.460019.100789,GSE5787,Survey of Intra- and Inter-Tumour Heterogeneity of Gene Expression in Cervical Cancer,8,individual,patient 6,patient 4,951,NA,0.865,yes,no,no,NA,NA,0.691,no,GO:0006955,0.549
RSCID.457143.73657,GSE5816,A Genome-wide Screen for Hypermethylated Genes in Lung Cancer,36,disease,immortalized bronchial epithelial cells,non-small cell lung carcinoma,1166,NCI NIH HHS,0.802,no,no,no,0.79,0.787,0.83,no,GO:0009888,0.528
RSCID.463612.121274,GSE58208,"Gene expression profiling of PBMC from normal individuals, chronic hepatitis B carriers and hepatocellular carcinoma patients",17,disease staging,hepatitis B,reference subject role,1,NA,0.977,no,no,no,NA,NA,0.999,no,GO:0005242,0.999
RSCID.450187.39808,GSE5823,Effects of RNA interference-mediated c-MYC depletion on gene expression profiles in human cancer cell lines,18,disease,breast cancer,cervical cancer,861,NA,0.557,no,no,no,NA,NA,0.507,no,GO:0043168,0.511
RSCID.449209.40167,GSE5900,"Gene Expression of Bone Marrow Plasma Cells from Healthy Donors (N=22), MGUS (N=44), and Smoldering Myeloma (N=12)",66,disease,monoclonal gammopathy of uncertain significance,reference subject role,18,NCI NIH HHS,0.587,no,no,no,0.635,0.601,0.559,no,GO:0007169,0.598
RSCID.459296.39107,GSE6088,Imprints of atherosclerosis are present in circulating T cells of patients with Familial Hypercholesterolemia,20,disease,heterozygous; familial hypercholesterolemia,reference subject role,60,NA,0.921,no,no,yes,NA,NA,0.575,no,GO:0006955,0.625
RSCID.449252.40080,GSE6283,Specific transcriptional changes in human fetus with autosomal trisomies,21,cell type,chorion villus cells,amniocytes,1118,NA,0.8,no,no,no,NA,NA,0.825,no,GO:0051240,0.528
RSCID.465239.122018,GSE67338,Expression data of human neuroblastoma IMR32 cells treated with the DHODH inhibitor Teriflunomide [118 ÂµM],6,treatment,teriflunomide,reference substance role,261,NA,0.735,no,no,no,NA,NA,NA,no,GO:0042981,0.532
RSCID.455853.16106,GSE6764,Genome-wide molecular profiles of HCV-induced dysplasia and hepatocellular carcinoma,23,disease,cirrhotic liver,reference subject role,85,NIDDK NIH HHS,0.914,no,no,no,0.624,0.896,0.596,no,GO:0034097,0.634
RSCID.449134.74515,GSE6885,Transformed Human Breast Epithelial Cell Types vs. Normal Cell-of-Origin,11,cell type,transformed tumorigenic HMLER,untransformed hTERT immortalized BPE,764,NCI NIH HHS,0.812,no,no,no,0.814,0.811,0.847,no,GO:0030054,0.53
RSCID.449149.77544,GSE6920,Gene expression profiling of LMO2 associated T cell lymphoblastic leukemia induced by insertional mutagenesis,4,cell type,T-cell acute lymphoblastic leukemias; primary cell culture,bone marrow; NOD mice; SCID mice; T-cell acute lymphoblastic leukemias,486,NA,0.706,no,no,no,NA,NA,0.58,no,GO:0007049,0.537
RSCID.459307.76595,GSE7014,"Expression data from DM1, DM2 and Normal Adult Skeletal Muscle Biopsies",26,disease,myotonic dystrophy type 2,reference subject role,140,NA,0.844,no,no,no,NA,NA,0.634,no,GO:0006952,0.535
RSCID.457506.72893,GSE7214,Comparison of gene expression data between wild-type and DM1-affected cells,18,cell type,Precursor Cell; Neuron,embryonic stem cell; undifferentiated,511,NA,0.82,no,no,no,NA,NA,0.858,no,GO:0045595,0.562
